temperature,rainfall,humidity,category,label
30.51977771,143.7681196,89.32349093,5.780867848,Jagung
32.31363903,131.873957,88.01381486,6.643456228,Jagung
32.95863243,120.710264,88.40481728,5.616728138,Jagung
31.26211112,156.5219627,87.23288386,6.394074403,Jagung
29.20416086,147.9914592,87.57076453,6.780151952,Jagung
28.91398259,154.1527649,81.16360432,6.29616432,Jagung
32.03769829,115.8646099,82.09570272,6.171865404,Jagung
31.20252612,143.5053833,87.48843479,6.043785347,Jagung
29.96073505,139.0593625,86.68226092,7.174984305,Jagung
28.8012969,158.1026497,81.54368339,6.793642156,Jagung
28.94682547,113.0224278,89.02610724,7.247265016,Jagung
28.00730287,135.9403042,81.22095111,7.172926311,Jagung
28.59244446,155.5090402,89.01699616,6.22832003,Jagung
29.35137901,115.7327322,84.39494955,6.95893776,Jagung
32.07933368,153.9914252,88.90319964,6.614852969,Jagung
28.03590397,135.6481031,84.15936387,7.230392728,Jagung
31.36870582,154.3429086,87.96958487,6.875198756,Jagung
28.17904504,151.5496004,87.30100785,6.462021032,Jagung
31.98547456,124.1335599,89.96600802,7.18919151,Jagung
30.37138697,122.1006849,82.55602961,6.644230843,Jagung
31.13811079,137.0623414,87.25867541,6.715777356,Jagung
30.07083385,159.7538059,83.16767847,7.44685677,Jagung
31.18349314,150.8917874,81.77002209,7.111836491,Jagung
30.81400056,117.4774946,80.21916169,6.048791672,Jagung
28.64497763,111.2461634,89.68118323,6.525322236,Jagung
32.45511319,117.8983183,80.34648136,6.53806047,Jagung
28.6669078,139.076169,81.3018026,7.092237038,Jagung
31.28145285,128.4994765,80.9058081,5.706985369,Jagung
28.73873133,106.3540428,82.03793126,6.763952665,Jagung
29.89276532,104.2941643,81.09667706,5.988487113,Jagung
31.11531893,158.4876523,84.14370061,6.782771008,Jagung
32.48028568,102.7820551,85.26579881,5.828478839,Jagung
31.39547852,106.7485599,82.67267009,5.887011017,Jagung
29.46312624,118.5341113,84.719264,6.019321167,Jagung
32.2188572,115.7779426,83.79384005,7.366116911,Jagung
28.87666409,144.6220002,82.58839326,6.271952449,Jagung
30.96685097,134.0391719,84.04015469,6.97000544,Jagung
28.62020098,133.4259893,84.59603986,5.635063571,Jagung
31.63834919,155.4377938,89.50015257,6.806487352,Jagung
29.10098601,137.2137303,87.56916486,7.138832172,Jagung
